"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"PCDH181" 2.04532115809951e-49 1.37434326808817 0.614 0.021 3.98858079040985e-45 "9" "PCDH18"
"SERPINH12" 2.31828605515469e-49 1.73774740279548 0.88 0.103 4.52088963615715e-45 "9" "SERPINH1"
"TM4SF13" 7.12343771335617e-48 1.63322053008607 0.928 0.121 1.38914158848159e-43 "9" "TM4SF1"
"CYGB1" 1.23366223934689e-47 1.59220582620582 0.602 0.023 2.40576473295037e-43 "9" "CYGB"
"COL5A31" 1.84710370098563e-47 1.39644568424126 0.675 0.035 3.60203692729207e-43 "9" "COL5A3"
"GNG111" 3.18793274857585e-47 1.71640330690071 0.952 0.188 6.21678765299777e-43 "9" "GNG11"
"COL1A2" 7.97326850066668e-47 1.79777348184379 0.747 0.056 1.55486709031501e-42 "9" "COL1A2"
"FILIP1L3" 1.52911319793846e-46 1.81743201752213 0.916 0.158 2.98192364729979e-42 "9" "FILIP1L"
"TPM12" 2.8693769246921e-45 1.62171271726356 0.952 0.277 5.59557194084206e-41 "9" "TPM1"
"COX4I2" 2.74018289935164e-44 1.18925033885591 0.542 0.016 5.34363067202564e-40 "9" "COX4I2"
"STC11" 4.72131301382759e-44 1.51867925738411 0.554 0.021 9.20703250826518e-40 "9" "STC1"
"DES1" 5.76013136001661e-43 1.12515173851058 0.482 0.011 1.12328321651684e-38 "9" "DES"
"PDE3A" 3.79380118686785e-41 1.25680427093615 0.602 0.03 7.398291694511e-37 "9" "PDE3A"
"NID12" 5.33134498227928e-41 1.35638207987121 0.759 0.069 1.03966558499428e-36 "9" "NID1"
"EDNRA" 1.14527422496365e-40 1.23169475435178 0.554 0.023 2.23339926610161e-36 "9" "EDNRA"
"EBF11" 2.38783715858888e-39 1.35322648955467 0.687 0.054 4.65652124296417e-35 "9" "EBF1"
"SEPT72" 2.54337415285879e-38 1.1791272350577 0.988 0.574 4.95983393548992e-34 "9" "SEPT7"
"MCAM2" 7.01880344571525e-38 1.1175989636777 0.566 0.029 1.36873685994893e-33 "9" "MCAM"
"ART31" 8.04441102884978e-38 1.42536364807674 0.518 0.022 1.568740594736e-33 "9" "ART3"
"ADAMTS21" 2.60212293102555e-37 1.11154446227426 0.422 0.01 5.07439992779292e-33 "9" "ADAMTS2"
"TPM43" 5.73939922855804e-37 1.53329451671964 0.928 0.254 1.1192402435611e-32 "9" "TPM4"
"LAMB12" 9.86666710874332e-37 1.36381193904868 0.723 0.069 1.92409875287604e-32 "9" "LAMB1"
"NBL1" 1.08424683698359e-36 1.05411744772956 0.542 0.028 2.11438975680169e-32 "9" "NBL1"
"SLC16A121" 4.39410298144183e-36 1.12843231773962 0.518 0.023 8.56894022410971e-32 "9" "SLC16A12"
"RGS4" 5.12482262429767e-36 1.37955597319821 0.59 0.038 9.99391659964288e-32 "9" "RGS4"
"TAGLN1" 5.79742812030158e-36 1.36104562115059 0.506 0.022 1.13055645774001e-31 "9" "TAGLN"
"LHFP1" 9.44536877835505e-36 1.04272161298691 0.578 0.036 1.84194136546702e-31 "9" "LHFP"
"ANXA12" 2.90348263680551e-35 1.4147853906724 0.614 0.045 5.66208149003442e-31 "9" "ANXA1"
"PDE5A1" 4.10521770925173e-35 1.17229156356222 0.53 0.027 8.00558505481181e-31 "9" "PDE5A"
"SDC21" 2.50648329924845e-34 1.20705823810573 0.795 0.117 4.88789308186441e-30 "9" "SDC2"
"PCOLCE3" 4.05697598033882e-34 1.04312601240164 0.482 0.021 7.91150885925873e-30 "9" "PCOLCE"
"PPP1R14A1" 7.34370711666561e-34 0.930067874023733 0.434 0.014 1.43209632482096e-29 "9" "PPP1R14A"
"LAMA42" 7.64638054168532e-34 1.36559177232305 0.747 0.088 1.49112066943405e-29 "9" "LAMA4"
"COL18A12" 8.93935842488448e-34 1.23273035020121 0.566 0.037 1.74326428643672e-29 "9" "COL18A1"
"COL8A11" 1.47691402159371e-33 1.07991983479083 0.482 0.021 2.8801300335099e-29 "9" "COL8A1"
"GJA4" 1.85190181329856e-33 1.14103902606333 0.482 0.021 3.61139372611352e-29 "9" "GJA4"
"IFITM32" 2.29620498010409e-33 1.53115463810031 0.988 0.307 4.47782933170099e-29 "9" "IFITM3"
"VIM3" 2.31468018007603e-33 1.60054530316012 0.928 0.271 4.51385781916627e-29 "9" "VIM"
"TAGLN23" 3.21576086115929e-33 1.51783660919574 0.867 0.17 6.27105525534673e-29 "9" "TAGLN2"
"COL5A21" 5.96682586441102e-33 1.18485704123513 0.554 0.035 1.16359071181879e-28 "9" "COL5A2"
"LGALS14" 7.08458538387811e-33 1.82842761539155 0.843 0.171 1.38156499571007e-28 "9" "LGALS1"
"CNN22" 1.1812598286947e-32 1.26765256313077 0.723 0.087 2.30357479193753e-28 "9" "CNN2"
"UACA2" 1.2845484143259e-32 1.50430793523652 0.795 0.136 2.50499786277694e-28 "9" "UACA"
"THY1" 4.14076904306436e-32 0.976561855490785 0.494 0.026 8.0749137108798e-28 "9" "THY1"
"S100A61" 8.41160760999464e-32 1.68791717890156 0.771 0.129 1.64034760002505e-27 "9" "S100A6"
"RASGRP21" 2.46777112772262e-31 0.899704858865259 0.506 0.029 4.81240047617188e-27 "9" "RASGRP2"
"PGF1" 5.15675364305196e-31 1.06574689326282 0.47 0.023 1.00561852793156e-26 "9" "PGF"
"GM128542" 1.85648019905077e-30 1.13048408998607 0.59 0.051 3.6203220361689e-26 "9" "GM12854"
"MEG31" 5.76152841527407e-30 1.15385631268196 0.723 0.102 1.1235556562626e-25 "9" "MEG3"
"ARHGAP42" 7.612730707769e-30 1.09105645774835 0.518 0.035 1.48455861532203e-25 "9" "ARHGAP42"
"EGFLAM" 1.12052889912917e-29 1.22453305052991 0.446 0.021 2.18514340619179e-25 "9" "EGFLAM"
"SLC12A22" 2.4299185902115e-29 1.28547134885185 0.867 0.179 4.73858424277145e-25 "9" "SLC12A2"
"MAP3K7CL" 3.26419314909515e-29 0.850350787397076 0.398 0.014 6.36550306005045e-25 "9" "MAP3K7CL"
"POSTN1" 6.70391736127479e-29 0.879073298129309 0.59 0.063 1.3073309246222e-24 "9" "POSTN"
"TNNT21" 9.90347570765287e-29 1.21328178461134 0.373 0.013 1.93127679774939e-24 "9" "TNNT2"
"NES2" 2.01635262484956e-28 1.13667254534715 0.867 0.172 3.93208925371913e-24 "9" "NES"
"NAALAD21" 2.46078790007001e-28 0.919868278963646 0.639 0.077 4.79878248392653e-24 "9" "NAALAD2"
"APOLD12" 3.30253444578913e-27 1.34045481510168 0.614 0.066 6.44027242273338e-23 "9" "APOLD1"
"GM6166" 6.58521997403298e-27 1.20820912690105 0.578 0.059 1.28418374713617e-22 "9" "GM6166"
"GM138891" 8.27379531200227e-27 1.40588042119171 0.506 0.041 1.61347282379356e-22 "9" "GM13889"
"GM78091" 8.65804304989124e-27 1.37493117913915 0.759 0.133 1.68840497515929e-22 "9" "GM7809"
"SERPINA1B" 1.968356197748e-26 0.980987337926003 0.337 0.01 3.83849142122837e-22 "9" "SERPINA1B"
"NOTCH3" 2.57732768296531e-26 0.772116013566487 0.41 0.02 5.02604671455065e-22 "9" "NOTCH3"
"EHD21" 4.37514488950828e-26 0.859214695264214 0.482 0.034 8.53197004903011e-22 "9" "EHD2"
"ECM2" 4.85793158613146e-26 1.06507127663672 0.53 0.048 9.47345238611496e-22 "9" "ECM2"
"CCDC68" 5.05565181145175e-26 0.594225153074618 0.277 0.004 9.85902659751206e-22 "9" "CCDC68"
"PARM1" 5.39825804790461e-26 0.712625908577898 0.349 0.012 1.05271430192188e-21 "9" "PARM1"
"TGFB1I11" 1.77203527448006e-25 0.887081099631423 0.458 0.031 3.45564598876356e-21 "9" "TGFB1I1"
"RGS161" 2.1130961289407e-25 1.16770021850404 0.41 0.022 4.12074876104727e-21 "9" "RGS16"
"PDGFA2" 3.43649429922321e-25 1.18164638405226 0.663 0.089 6.70150753291518e-21 "9" "PDGFA"
"MYO1B2" 8.49484741383119e-25 1.29269836797073 0.747 0.131 1.65658019417122e-20 "9" "MYO1B"
"PHLDA11" 2.3143389843028e-24 0.998475819638253 0.723 0.135 4.51319245328888e-20 "9" "PHLDA1"
"HEYL1" 2.49248229764957e-24 0.755180485470782 0.349 0.014 4.86058972864642e-20 "9" "HEYL"
"TIMP11" 2.71301820634311e-24 0.809037300734775 0.361 0.016 5.2906568041897e-20 "9" "TIMP1"
"IL341" 3.5719997358103e-24 0.808863490121812 0.313 0.009 6.96575668480367e-20 "9" "IL34"
"EPB41L1" 3.75554734093446e-24 0.649068972024863 0.373 0.018 7.32369286955629e-20 "9" "EPB41L1"
"ANO1" 4.52790437075762e-24 0.744822677719334 0.349 0.014 8.82986631341443e-20 "9" "ANO1"
"RHOJ2" 7.29669850162285e-24 0.980327409130265 0.663 0.097 1.42292917480147e-19 "9" "RHOJ"
"IFI2032" 2.0212466014311e-23 1.01491405598057 0.482 0.043 3.94163299745079e-19 "9" "IFI203"
"FOXS11" 2.904438562055e-23 0.677514367180489 0.313 0.01 5.66394563986346e-19 "9" "FOXS1"
"PPIC2" 4.66299373427179e-23 1.08651452110381 0.578 0.069 9.09330408120342e-19 "9" "PPIC"
"FERMT22" 5.08716179244086e-23 0.930528184740544 0.916 0.288 9.92047421143892e-19 "9" "FERMT2"
"CDH111" 6.29998541000134e-23 0.993800993355639 0.627 0.099 1.22856015480436e-18 "9" "CDH11"
"PRRX11" 8.12402891028466e-23 0.823794893593602 0.578 0.08 1.58426687779461e-18 "9" "PRRX1"
"ARHGAP6" 1.29136835870269e-22 0.649995946466686 0.337 0.015 2.51829743630612e-18 "9" "ARHGAP6"
"COL15A1" 1.5633426011485e-22 0.654334442681239 0.446 0.038 3.0486744064997e-18 "9" "COL15A1"
"CRYAB1" 2.42694688524345e-22 1.0327830682451 0.59 0.085 4.73278912091325e-18 "9" "CRYAB"
"BMP1" 3.32435571648508e-22 0.757841929095849 0.446 0.037 6.48282608271755e-18 "9" "BMP1"
"RHOC1" 3.42648921171273e-22 0.683514945017136 0.699 0.135 6.681996611761e-18 "9" "RHOC"
"MYL12A1" 6.62426996142682e-22 1.19651837470899 0.94 0.286 1.29179888517784e-17 "9" "MYL12A"
"DHX58OS1" 6.64574654102839e-22 0.623487978252055 0.277 0.008 1.29598703296595e-17 "9" "DHX58OS"
"PHLDB21" 7.72496618550574e-22 1.02417883518709 0.602 0.084 1.50644565583547e-17 "9" "PHLDB2"
"SNHG18" 1.52228810033325e-21 0.650017947942212 0.337 0.016 2.96861402445988e-17 "9" "SNHG18"
"CSPG41" 1.91030740988886e-21 0.92462851363722 0.699 0.131 3.72529048002426e-17 "9" "CSPG4"
"EVA1B2" 2.03687684651186e-21 0.975055712176768 0.554 0.068 3.97211353838279e-17 "9" "EVA1B"
"ESAM2" 2.08911791150215e-21 0.70950426429264 0.627 0.119 4.07398883922034e-17 "9" "ESAM"
"PLEKHG2" 5.13618634033973e-21 0.566017572988152 0.349 0.021 1.00160769822965e-16 "9" "PLEKHG2"
"PLAT1" 5.27414715700968e-21 0.882782776565933 0.554 0.077 1.02851143708846e-16 "9" "PLAT"
"HTR1B" 6.93418566563236e-21 0.502745516821457 0.217 0.003 1.35223554665497e-16 "9" "HTR1B"
"LMNA2" 9.36083514632424e-21 0.905368960675962 0.518 0.056 1.82545646188469e-16 "9" "LMNA"
"TBX2" 1.59835295898564e-20 0.537874285248771 0.265 0.007 3.1169481053179e-16 "9" "TBX2"
"S1PR3" 1.68155364362295e-20 0.990761118249982 0.434 0.038 3.27919776042911e-16 "9" "S1PR3"
"REM1" 1.84782877838556e-20 0.542822629316436 0.241 0.005 3.60345090072969e-16 "9" "REM1"
"CTGF1" 2.26864126432268e-20 0.878536184597611 0.313 0.014 4.42407732955565e-16 "9" "CTGF"
"LAMC12" 2.60426263379782e-20 0.819831218242577 0.53 0.066 5.07857256216914e-16 "9" "LAMC1"
"ARHGDIB4" 2.6970345596113e-20 1.210294127863 0.843 0.21 5.25948709469799e-16 "9" "ARHGDIB"
"RCN3" 2.92166628561169e-20 0.638419581569048 0.349 0.021 5.69754142357135e-16 "9" "RCN3"
"RARRES21" 3.21229424485311e-20 1.06824282291565 0.566 0.08 6.26429500688805e-16 "9" "RARRES2"
"MXRA72" 3.40009975256049e-20 0.726246685510954 0.422 0.036 6.63053452746821e-16 "9" "MXRA7"
"PLA1A" 3.52894534746975e-20 0.600165225578808 0.241 0.006 6.88179632210076e-16 "9" "PLA1A"
"SERPINI1" 3.77710225698381e-20 0.673923536925296 0.289 0.011 7.36572711134413e-16 "9" "SERPINI1"
"SPRY4" 5.54443059870494e-20 0.662854562577706 0.373 0.028 1.08121941105345e-15 "9" "SPRY4"
"NR2F2" 5.81493735206113e-20 0.739352469234685 0.494 0.06 1.13397093302544e-15 "9" "NR2F2"
"IFITM1" 6.0430053071741e-20 1.37518448820069 0.373 0.027 1.17844646495202e-15 "9" "IFITM1"
"OLFML2B1" 1.47239296006408e-19 0.47455261689773 0.265 0.009 2.87131351142096e-15 "9" "OLFML2B"
"STK391" 1.62956681180382e-19 0.792639367256094 0.518 0.068 3.17781823969863e-15 "9" "STK39"
"CD1512" 2.01505253826481e-19 0.869236279109573 0.627 0.102 3.92955395487021e-15 "9" "CD151"
"PDE1A" 2.47212776619046e-19 0.546039588148013 0.289 0.012 4.82089635684802e-15 "9" "PDE1A"
"GPX81" 3.06210797778908e-19 0.771604180148151 0.434 0.044 5.97141676748649e-15 "9" "GPX8"
"ACTN12" 3.52871024880338e-19 0.910432427259281 0.554 0.074 6.88133785619146e-15 "9" "ACTN1"
"IFI203.PS" 3.56803906844904e-19 0.792792968708077 0.325 0.018 6.95803298738248e-15 "9" "IFI203.PS"
"FABP5" 4.17172211096051e-19 1.01518673043636 0.699 0.159 8.1352752885841e-15 "9" "FABP5"
"1500009L16RIK1" 4.88795539271376e-19 0.643256144586896 0.265 0.009 9.5320018113311e-15 "9" "1500009L16RIK"
"SERPINE12" 5.02522186539947e-19 1.08099985313488 0.506 0.059 9.79968515971551e-15 "9" "SERPINE1"
"TBXA2R1" 6.56578204315873e-19 0.596000341432137 0.265 0.009 1.28039315623638e-14 "9" "TBXA2R"
"NOSTRIN2" 8.2901703803155e-19 0.580757932467143 0.542 0.104 1.61666612586533e-14 "9" "NOSTRIN"
"CACNA2D1" 1.3230855858728e-18 0.757238834556296 0.361 0.026 2.58014920101054e-14 "9" "CACNA2D1"
"SERPINE21" 1.32410460401451e-18 0.750654923629392 0.892 0.554 2.5821363882887e-14 "9" "SERPINE2"
"RASL12" 1.6307227704656e-18 0.491660571199826 0.241 0.007 3.18007247468497e-14 "9" "RASL12"
"ZIC11" 1.80324239116412e-18 0.865860387063859 0.422 0.043 3.51650298700915e-14 "9" "ZIC1"
"ARHGAP101" 4.44937985197843e-18 0.655805132889924 0.313 0.018 8.67673564934313e-14 "9" "ARHGAP10"
"MAGED2" 4.50428353335658e-18 0.946352647635907 0.446 0.052 8.78380331839867e-14 "9" "MAGED2"
"CFH1" 1.10950203034909e-17 1.13781488897812 0.819 0.243 2.16363990938375e-13 "9" "CFH"
"FHL5" 1.16205856524823e-17 0.322734915868672 0.181 0.002 2.26613040809057e-13 "9" "FHL5"
"LRRC321" 2.18445767448159e-17 0.641541137825038 0.253 0.01 4.25991091100654e-13 "9" "LRRC32"
"GM140051" 2.22901398006321e-17 0.767790344529587 0.386 0.034 4.34680016252127e-13 "9" "GM14005"
"SERPINB6A1" 2.24295499113182e-17 0.906834217956833 0.602 0.099 4.37398652820615e-13 "9" "SERPINB6A"
"HSPB21" 2.69660082838553e-17 0.634303313579905 0.265 0.011 5.25864127543462e-13 "9" "HSPB2"
"MYH11" 2.73893836050712e-17 0.772201001299943 0.349 0.029 5.34120369682493e-13 "9" "MYH11"
"KCNMB12" 2.93655624746889e-17 0.403762023723615 0.229 0.007 5.72657833818908e-13 "9" "KCNMB1"
"SERPING1" 4.30279197203618e-17 0.96666724119175 0.313 0.021 8.39087462466775e-13 "9" "SERPING1"
"VCL1" 8.02484191269807e-17 0.777954359549719 0.506 0.072 1.56492442139525e-12 "9" "VCL"
"OLFR558" 8.09977698007808e-17 0.605806572683407 0.241 0.009 1.57953750888503e-12 "9" "OLFR558"
"PDLIM2" 9.59766735031704e-17 0.724420775145358 0.337 0.026 1.87164110998533e-12 "9" "PDLIM2"
"CARMN1" 1.51980763423795e-16 0.608662979787588 0.241 0.009 2.96377686752743e-12 "9" "CARMN"
"NEDD43" 1.6419460069194e-16 0.747681704984426 0.88 0.279 3.20195890809352e-12 "9" "NEDD4"
"RAB132" 1.78128675864222e-16 0.737428046600451 0.482 0.066 3.47368730802819e-12 "9" "RAB13"
"PRKAR2B" 2.45083429083933e-16 0.762932095499619 0.349 0.029 4.77937195056577e-12 "9" "PRKAR2B"
"IFITM21" 3.22467970178328e-16 0.987958815915052 0.614 0.108 6.28844788644757e-12 "9" "IFITM2"
"EFEMP2" 3.23201960264572e-16 0.560159940894995 0.337 0.027 6.30276142711943e-12 "9" "EFEMP2"
"4833422C13RIK" 3.51703264844345e-16 0.593572063608525 0.277 0.015 6.85856536772958e-12 "9" "4833422C13RIK"
"D430036J16RIK" 4.09497332963054e-16 0.36448609534889 0.157 0.001 7.98560749011252e-12 "9" "D430036J16RIK"
"AKAP121" 4.28321074796746e-16 0.607041195390083 0.602 0.127 8.35268927961135e-12 "9" "AKAP12"
"P3H3" 4.34735444057209e-16 0.709733728527846 0.41 0.043 8.47777589455963e-12 "9" "P3H3"
"PLCE1" 6.70581900466043e-16 0.770248213071615 0.398 0.043 1.30770176409883e-11 "9" "PLCE1"
"PTRF1" 6.88963857551479e-16 0.773966195607301 0.542 0.089 1.34354841861114e-11 "9" "PTRF"
"PARVA3" 8.66373717765364e-16 0.615342960390137 0.398 0.047 1.68951538701424e-11 "9" "PARVA"
"HSPB12" 1.18503087591765e-15 0.820675528328822 0.494 0.076 2.310928711127e-11 "9" "HSPB1"
"DLC11" 1.19839026748961e-15 0.668751758758507 0.446 0.064 2.3369808606315e-11 "9" "DLC1"
"F2R2" 1.3738119013443e-15 0.71326562499338 0.398 0.044 2.67907058881151e-11 "9" "F2R"
"BCAS3" 1.43625090450638e-15 0.615971467610221 0.325 0.027 2.80083288887788e-11 "9" "BCAS3"
"ETS11" 1.52612082912195e-15 0.560372736573388 0.578 0.124 2.97608822887072e-11 "9" "ETS1"
"TMEM45A" 1.6022893953893e-15 0.500794066716142 0.205 0.006 3.12462454994868e-11 "9" "TMEM45A"
"CALM13" 1.80117828983133e-15 0.820270040085771 0.988 0.716 3.51247778300007e-11 "9" "CALM1"
"P2RY14" 1.82718983581222e-15 0.754012800976149 0.289 0.02 3.56320289881741e-11 "9" "P2RY14"
"EIF4E3" 1.97569857272628e-15 0.701043470826423 0.47 0.066 3.85280978667353e-11 "9" "EIF4E3"
"MMP14" 2.14710913193448e-15 0.53266395297545 0.59 0.136 4.18707751818542e-11 "9" "MMP14"
"ANXA22" 2.55190933502163e-15 1.02849153448066 0.651 0.129 4.97647839422568e-11 "9" "ANXA2"
"COL5A11" 3.48920795416381e-15 0.439535619435872 0.205 0.007 6.80430443141484e-11 "9" "COL5A1"
"JAG11" 4.79742736458484e-15 0.607937466461851 0.386 0.047 9.3554631036769e-11 "9" "JAG1"
"NAB11" 6.71042958754644e-15 0.765007530065217 0.518 0.083 1.30860087386743e-10 "9" "NAB1"
"KLHL23" 7.08824703325206e-15 0.685853095668655 0.373 0.043 1.38227905395448e-10 "9" "KLHL23"
"HRCT11" 1.42677062481947e-14 0.740914267161306 0.325 0.033 2.78234539546045e-10 "9" "HRCT1"
"MYOM1" 2.08777290145722e-14 0.332438880242871 0.181 0.004 4.07136593513172e-10 "9" "MYOM1"
"FADS3" 2.31176786977733e-14 0.4984482511937 0.229 0.011 4.50817852285278e-10 "9" "FADS3"
"KAZN" 2.63116434028444e-14 0.521985424721992 0.229 0.011 5.13103357998869e-10 "9" "KAZN"
"TUBA1A3" 2.78654201596908e-14 0.820607068906114 0.855 0.295 5.43403558534131e-10 "9" "TUBA1A"
"CRIP22" 3.78028365014896e-14 0.779310070707037 0.602 0.127 7.37193114615549e-10 "9" "CRIP2"
"RBMS3" 4.79605028635499e-14 0.509674367385583 0.265 0.019 9.35277766342087e-10 "9" "RBMS3"
"LAMA2" 5.99745627804828e-14 0.57779661185491 0.301 0.032 1.1695639487822e-09 "9" "LAMA2"
"CADM4" 6.55637832637953e-14 0.510561464057121 0.482 0.097 1.27855933742727e-09 "9" "CADM4"
"FARP1" 7.06341349614091e-14 0.472980970280927 0.349 0.046 1.37743626588244e-09 "9" "FARP1"
"IFT43" 8.57498799441186e-14 0.540675807072057 0.337 0.038 1.67220840879026e-09 "9" "IFT43"
"MFGE8" 8.93571611895575e-14 0.243133089168483 0.687 0.226 1.74255400035756e-09 "9" "MFGE8"
"KITL1" 9.62316567183171e-14 0.396346273485747 0.518 0.127 1.8766135376639e-09 "9" "KITL"
"MLKL1" 1.12536545100392e-13 0.42027642053296 0.241 0.014 2.19457516600274e-09 "9" "MLKL"
"AOC3" 1.23825914738967e-13 0.364727140039636 0.157 0.003 2.41472916332459e-09 "9" "AOC3"
"GSTK1" 1.34362286741306e-13 0.720066623071348 0.361 0.041 2.6201989537422e-09 "9" "GSTK1"
"LBH" 1.79041566513743e-13 0.514880225969361 0.482 0.097 3.49148958858451e-09 "9" "LBH"
"5730508B09RIK1" 1.91899612997409e-13 0.548518481819221 0.277 0.021 3.74223435306247e-09 "9" "5730508B09RIK"
"CD63.PS2" 1.97072733039251e-13 0.391639220793366 0.747 0.239 3.84311536699844e-09 "9" "CD63.PS"
"SLC38A112" 2.2781549633537e-13 0.482674690956773 0.193 0.007 4.44262999403605e-09 "9" "SLC38A11"
"FBLIM11" 2.87373344463917e-13 0.527860862227573 0.337 0.038 5.60406759039085e-09 "9" "FBLIM1"
"ITGA42" 3.58290648931998e-13 0.748522996121196 0.41 0.057 6.9870259448229e-09 "9" "ITGA4"
"CPM1" 3.69887713879803e-13 0.584131284186822 0.193 0.007 7.21318030837003e-09 "9" "CPM"
"CP1" 5.38113008827489e-13 1.31176569123299 0.566 0.143 1.04937417851449e-08 "9" "CP"
"TIMM17A1" 5.4435174627771e-13 0.742575567317148 0.53 0.097 1.06154034041616e-08 "9" "TIMM17A"
"PLA2R1" 5.4457408615462e-13 0.517068161650637 0.157 0.003 1.06197392541012e-08 "9" "PLA2R1"
"CNN32" 7.03735314818483e-13 0.544484879442482 0.639 0.167 1.37235423742752e-08 "9" "CNN3"
"DNAJC101" 8.58661351548804e-13 0.92534295043441 0.711 0.19 1.67447550165532e-08 "9" "DNAJC10"
"IFI202B2" 9.19747140308738e-13 0.779591891851117 0.735 0.198 1.79359889831607e-08 "9" "IFI202B"
"DMD" 1.00474839310923e-12 0.348051068206972 0.614 0.19 1.95935984140231e-08 "9" "DMD"
"SPARC2" 1.06001641791753e-12 0.688154087287737 0.988 0.677 2.06713801658098e-08 "9" "SPARC"
"GPER1" 1.09932030872911e-12 0.646107650510161 0.205 0.01 2.14378453405263e-08 "9" "GPER1"
"PTP4A32" 1.26069877162975e-12 0.69044735658558 0.41 0.06 2.45848867455517e-08 "9" "PTP4A3"
"FBN1" 1.36983610498163e-12 0.458029209033738 0.205 0.01 2.67131738832468e-08 "9" "FBN1"
"CYR611" 1.47438514936999e-12 0.819760625185427 0.361 0.047 2.87519847978642e-08 "9" "CYR61"
"CTSK1" 1.57881290267099e-12 0.394783080014825 0.157 0.004 3.07884304149869e-08 "9" "CTSK"
"PRSS231" 1.72994205514524e-12 0.568431780238449 0.337 0.044 3.37356000173874e-08 "9" "PRSS23"
"5033404E19RIK1" 1.82737411322053e-12 0.480183063549941 0.181 0.007 3.56356225819136e-08 "9" "5033404E19RIK"
"ACTN41" 2.96850442572294e-12 0.675146066806129 0.687 0.168 5.78888048060231e-08 "9" "ACTN4"
"UCHL1" 3.07343847456391e-12 0.63328191365738 0.337 0.043 5.99351236924709e-08 "9" "UCHL1"
"SPTBN11" 3.30630512521668e-12 0.42866015288892 0.904 0.373 6.44762562468505e-08 "9" "SPTBN1"
"AGRN1" 3.6678291575399e-12 0.497894550854285 0.434 0.082 7.15263364011855e-08 "9" "AGRN"
"COBLL1" 3.83886320279305e-12 0.573626347094536 0.337 0.044 7.48616713176673e-08 "9" "COBLL1"
"TBX31" 4.28657868575104e-12 0.459763020516064 0.253 0.021 8.3592570950831e-08 "9" "TBX3"
"OAZ21" 5.03965337811993e-12 0.860375796669383 0.422 0.069 9.82782805267168e-08 "9" "OAZ2"
"GM14328" 5.21039377579696e-12 0.378051216753813 0.193 0.009 1.01607889021816e-07 "9" "GM14328"
"BMP5" 5.53381467778295e-12 0.329801171491028 0.169 0.006 1.07914920031445e-07 "9" "BMP5"
"RCN1" 5.98301684026284e-12 0.347374056689982 0.422 0.081 1.16674811401966e-07 "9" "RCN1"
"BCR1" 6.30229191233652e-12 0.542703724241472 0.337 0.044 1.22900994582475e-07 "9" "BCR"
"TIMP3" 6.75576289382505e-12 0.449840579904011 0.783 0.309 1.31744132192482e-07 "9" "TIMP3"
"SOD3" 6.93780318785717e-12 0.973658058531836 0.277 0.035 1.35294099966403e-07 "9" "SOD3"
"ADAMTS12" 7.17230695461536e-12 0.305784745719214 0.133 0.002 1.39867157921954e-07 "9" "ADAMTS12"
"CKAP41" 7.35519982660945e-12 0.706146655400003 0.554 0.112 1.43433751818711e-07 "9" "CKAP4"
"SH3BGRL4" 8.32939438673753e-12 0.974486107352819 0.783 0.252 1.62431519935768e-07 "9" "SH3BGRL"
"FAM107B" 9.11826649309182e-12 0.659335267717089 0.349 0.046 1.77815314881784e-07 "9" "FAM107B"
"GNB42" 9.1619592538505e-12 0.744654781572254 0.518 0.106 1.78667367409339e-07 "9" "GNB4"
"LURAP1L" 1.06562203832374e-11 0.411297251843496 0.217 0.014 2.07806953693512e-07 "9" "LURAP1L"
"PLS31" 1.0793925275676e-11 0.482922068981619 0.47 0.097 2.10492336800958e-07 "9" "PLS3"
"ISG152" 1.14690909303818e-11 0.847874691198527 0.578 0.132 2.23658742233376e-07 "9" "ISG15"
"ACE2" 1.16162705488408e-11 0.915217844109292 0.169 0.008 2.26528891972944e-07 "9" "ACE2"
"PIEZO22" 1.52862367559917e-11 0.612898474514355 0.265 0.023 2.98096902978593e-07 "9" "PIEZO2"
"AJUBA" 1.63400239237238e-11 0.359986699586607 0.193 0.01 3.18646806536537e-07 "9" "AJUBA"
"FOXC12" 1.83417054599774e-11 0.571975208677221 0.373 0.059 3.57681598175019e-07 "9" "FOXC1"
"GM100801" 1.89395013741337e-11 0.814379856159416 0.759 0.204 3.69339216296981e-07 "9" "GM10080"
"COL6A31" 2.12622989532928e-11 0.554780555187635 0.205 0.012 4.14636091888164e-07 "9" "COL6A3"
"MNDAL1" 2.73998217473326e-11 0.492610592923371 0.265 0.026 5.34323923894734e-07 "9" "MNDAL"
